,0
956,128.62765110489732
957,129.5045081406165
958,44.45453527896232
959,114.94997360667294
960,106.50647404378826
961,109.79600499657623
962,123.62442317976604
963,124.65045356107298
964,238.76631239005218
965,66.40007724575732
966,134.16226433160537
967,131.51492125832624
968,115.36170520697226
969,220.4867872476641
970,179.30588479898265
971,141.77050212658824
972,123.4434409994334
973,125.87690837772978
974,220.8191162198538
975,113.40704504123777
976,109.15647617916753
977,135.02970834363137
978,105.9691979917464
979,209.5528725667026
980,77.6347288227758
981,108.24362305326895
982,69.34467830289637
983,106.99670133232134
984,55.06589785257773
985,111.20651735820068
986,91.3778799826751
987,57.879510266838395
988,97.69348206260317
989,89.82847246099993
990,85.11271593121647
991,132.02088680021924
992,53.920313657629364
993,89.25520775718796
994,64.63383653451429
995,72.4588733555148
996,109.24528364850492
997,114.20872214218008
998,149.28996328118305
999,92.67152817335088
1000,96.34177520187053
1001,120.43268672446823
1002,109.05429668107698
1003,103.25037374808709
1004,101.43760048050451
1005,98.90315126476098
1006,97.25378446464485
1007,108.31886431972389
1008,96.95344676549583
1009,57.6642495224468
1010,87.51680130611001
1011,-59.08715382388627
1012,102.344909375425
1013,92.7850363407908
1014,-60.49282046592084
1015,57.78507398054849
1016,85.84411553854042
1017,116.83748317769694
1018,85.00276079946535
1019,110.81744287819132
1020,93.08034136773473
1021,79.41589928778522
1022,91.85609318741591
1023,105.99404814343495
1024,102.37181442529287
1025,80.0914000375881
1026,75.78316759360729
1027,97.76094012719584
1028,103.62816508165821
1029,94.90393820734862
1030,86.00019095062257
1031,90.22778929605855
1032,101.03036204505584
1033,130.33896500450558
1034,98.66401507611423
1035,47.00221307900698
1036,104.29876749825095
1037,103.5331469044472
1038,95.35652020613287
1039,106.7246577777691
1040,70.64375291082834
1041,101.59651219962639
1042,-42.87416925882139
1043,100.1579329299895
1044,-72.73290715642204
1045,89.32471720626732
1046,98.94483344541166
1047,104.26538894669262
1048,99.78590796912472
1049,93.42265711535062
1050,-83.25601865535869
1051,-64.42001686124907
1052,-87.8226409172236
1053,90.27950015991027
1054,-37.103798478355884
1055,94.17619791306885
1056,67.57511556605984
1057,73.93004632467357
1058,78.6330789401114
1059,104.95999444545775
1060,0.8303772346303369
1061,101.41505989895418
1062,97.40780253284552
1063,96.52338599846657
1064,99.107553800472
1065,75.31357304935543
1066,62.0964853383857
1067,97.44283769713691
1068,89.71516913880716
1069,84.67085619278313
1070,82.58511269178464
1071,97.76328147636245
1072,101.77130631287979
1073,72.91512565005937
1074,85.62083852984473
1075,107.48279097083848
1076,75.5749688872155
